级别,编号,汉字,注音,词组,例句
1,816,条,tiáo,"有条不紊,井井有条,条件,条文,面条",妈妈亲手做的面条真是香喷喷呀。
1,817,彤,tóng,"红彤彤,彤云,彤红,彤霞,彤云密布",傍晚天边飘着一片红彤彤的彩霞。
1,818,卵,luǎn,"杀鸡取卵,卵生,卵子,产卵,卵巢",春天到了，小鸟在树上产卵了呀。
1,819,灸,jiǔ,"针灸,灸治,艾灸,灸法,针灸",中医用针灸治病救人真厉害呀。
1,820,岛,dǎo,"海岛,岛屿,岛上,岛国,半岛",蓝色的大海中有一座美丽小岛呀。
1,821,刨,"bào, páo","刨根问底,刨子,刨花,刨冰,刨刀",那个好奇的孩子总爱刨根问底呀。
1,822,迎,yíng,"迎难而上,迎刃而解,欢迎,迎接,迎面",春天到了，迎春花迎面地开放呀。
1,823,饭,fàn,"粗茶淡饭,饭桌,吃饭,米饭,早饭",早饭时妈妈给我做了香香的粥呀。
1,824,饮,"yǐn, yìn","饮食起居,饮水思源,饮料,饮水,喝饮",夏天运动后要多喝些白开水饮料。
1,825,系,"jì, xì","千丝万缕,关系,系列,联系,系上",出门前妈妈帮我把红领巾系上呀。
1,826,言,yán,"言简意赅,言而有信,语言,说话,发言",上课时要大胆地举手发言说话呀。
1,827,冻,dòng,"冰冻三尺,冻结,冷冻,冰冻,速冻",冰箱里的肉被冻得硬邦邦的呀。
1,828,状,zhuàng,"奇形怪状,形状,状况,状态,奖状",桌上那只杯子形状真是奇特呀。
1,829,亩,mǔ,"亩产,一亩,几亩,亩数,田亩",爷爷家有几亩肥沃的好田地呀。
1,830,况,kuàng,"情况,境况,况且,何况,状况",了解了情况，老师才做出决定呀。
1,831,床,chuáng,"床铺,起床,床位,机床,床单",早晨我六点钟就起床背英语了呀。
1,832,库,kù,"书库,库房,仓库,金库,宝库",学校的图书库里有很多的好书呀。
1,833,庇,bì,"包庇,庇护,庇佑,荫庇,庇荫",妈妈就像大树一样庇护着我呀。
1,834,疗,liáo,"治疗,疗养,疗效,理疗,疗伤",医生认真地为病人治疗着疾病呀。
1,835,吝,lìn,"吝啬,吝惜,不吝,吝财,吝啬鬼",那个吝啬鬼连一分钱都舍不得花。
1,836,应,"yīng, yìng","有求必应,应当,应该,答应,响应",老师提出的问题，大家应该回答呀。
1,837,这,zhè,"这里,这些,这个,这样,这么",这里的风景真是美丽极了我呀。
1,838,冷,lěng,"冷嘲热讽,冷酷,冰冷,冷水,寒冷",冬天到了，河水冰冷刺骨的呀。
1,839,庐,lú,"初出茅庐,茅庐,庐山,草庐,茅庐",庐山的风景真是秀丽迷人呀。
1,840,序,xù,"秩序井然,顺序,秩序,序言,序幕",上课了，同学们秩序井然地坐好。
1,841,辛,xīn,"辛辛苦苦,辛苦,辛劳,辛酸,艰辛",农民伯伯辛苦地种出了粮食呀。
1,842,弃,qì,"弃暗投明,抛弃,放弃,舍弃,丢弃",他果断地放弃了不好的坏习惯呀。
1,843,冶,yě,"陶冶,冶炼,冶铁,艳冶,冶金",这所工厂专门用来冶铁炼钢呀。
1,844,忘,wàng,"念念不忘,忘记,忘掉,难忘,忘怀",我永远不会忘记老师的教诲呀。
1,845,闰,rùn,"闰年,闰月,闰日,闰时,闰余",今年是闰年，二月有二十九天呀。
1,846,闲,xián,"闲言碎语,游手好闲,空闲,闲逛,悠闲",周末我悠闲地在公园里散步呀。
1,847,间,"jiān, jiàn","亲密无间,间或,之间,房间,中间",我们俩是亲密无间的好朋友呀。
1,848,闷,"mēn, mèn","闷闷不乐,苦闷,闷热,烦闷,郁闷",夏天午后的天气闷热得难受呀。
1,849,判,pàn,"判若两人,评判,判决,判断,裁判",比赛的裁判判得十分地公正呀。
1,850,兑,duì,"兑换,兑奖,兑付,汇兑,兑现金",我拿着奖券去商店兑换了礼物呀。
1,851,灶,zào,"灶台,灶具,炉灶,灶火,煤气灶",奶奶家的灶台上冒着袅袅的炊烟。
1,852,灿,càn,"金灿灿,灿烂,灿黄,灿亮,光灿灿",金灿灿的阳光洒满了整个操场。
1,853,灼,zhuó,"灼热,灼烧,焦灼,灼灼,灼见",太阳灼热地烤着大地，真热呀。
1,854,弟,dì,"称兄道弟,兄弟,弟弟,弟子,师兄",我有一个调皮又可爱的小弟弟呀。
1,855,汪,wāng,"汪洋大海,泪汪汪,水汪汪,汪汪,汪然",小妹妹哭得泪汪汪地十分伤心。
1,856,沐,mù,"沐浴,沐恩,沐泽,沐仁,沐雨",早晨我舒舒服服地洗了个澡沐浴。
1,857,沛,pèi,"精力充沛,丰沛,充沛,沛然,沛雨",今天我精神充沛，学习的劲头足。
1,858,汰,tài,"优胜劣汰,淘汰,汰除,沙汰,汰选",比赛中落后的队伍被淘汰出局呀。
1,859,沥,lì,"淅淅沥沥,沥沥,沥水,沥青,淅沥",春天的雨淅淅沥沥地下个不停呀。
1,860,沙,"shā, shà","沙滩,沙子,沙漠,沙土,流沙",金黄色的沙滩上散落着美丽贝壳。
1,861,汽,qì,"汽车,汽水,汽油,蒸汽,汽笛",远处火车的汽笛呜呜地响起来呀。
1,862,沃,wò,"沃土,肥沃,沃野,沃田,沃州",这片肥沃的土地上长满了庄稼呀。
1,863,沦,lún,"沦陷,沦落,沦亡,沦丧,沉沦",旧社会许多的穷苦百姓沦落街头。
1,864,汹,xiōng,"气势汹汹,汹汹,汹涌,来势汹汹",汹涌的江水奔流不息地流向远方。
1,865,泛,fàn,"泛泛之交,广泛,泛滥,泛起,泛舟",湖面上我们悠闲地划着船泛舟呀。
1,866,沧,cāng,"沧海桑田,沧海一粟,沧桑,沧茫,沧浪",经历了沧海桑田，世界变化真大。
1,867,没,"méi, mò","没齿不忘,淹没,沉没,没落,没过",洪水淹没了农田，农民真可怜呀。
1,868,沟,gōu,"沟通,水沟,阴沟,沟渠,壕沟",田边的沟渠里潺潺地流着清水呀。
1,869,沪,hù,"沪剧,沪上,沪宁,沪杭,沪市",我们伟大的祖国在上海简称沪呀。
1,870,沈,shěn,"沈阳,沈姓,沈思,沈沈,沈浮",沈阳是我国东北的一座大城市呀。
1,871,沉,chén,"沉着冷静,沉思,沉重,沉住,下沉",遇到危险，要沉着冷静地面对呀。
1,872,沁,qìn,"沁人心脾,沁凉,沁出,沁绿,沁润",这朵花的清香沁人心脾真舒服呀。
1,873,怀,huái,"胸怀,怀念,怀抱,关心,关怀",老师的关心就像妈妈的怀抱温暖。
1,874,忧,yōu,"忧心忡忡,高枕无忧,忧愁,担忧,忧虑",他忧心忡忡地担心着考试的成绩。
1,875,忱,chén,"满腔热忱,热忱,忱心,谢忱,赤忱",他以满腔的热忱投入到了学习呀。
1,876,快,kuài,"眼疾手快,快乐,飞快,赶快,快车",放学后我飞快地跑回了家里呀。
1,877,完,wán,"完整无缺,完毕,完成,完美,完了",我认真地完成了今天的家庭作业。
1,878,宋,sòng,"宋词,宋朝,宋体,宋江,宋人",语文课上我学到了许多的宋词呀。
1,879,宏,hóng,"宏图大志,宏伟,宏大,宏亮,宏图",他从小就有远大的宏伟志向呀。
1,880,牢,láo,"牢不可破,亡羊补牢,牢记,牢靠,坐牢",老师的教导我要牢牢地记在心上。
1,881,究,jiū,"追根究底,终究,究竟,研究,考究",我们遇事要追根究底，弄个明白。
1,882,穷,qióng,"层出不穷,无穷无尽,穷人,贫穷,无穷",那个贫穷的孩子依然乐观地学习。
1,883,灾,zāi,"幸灾乐祸,灾难,火灾,水灾,灾区",地震灾区的小朋友坚强地学习呀。
1,884,良,liáng,"用心良苦,良师益友,良好,良心,善良",他是一个心地善良的好孩子呀。
1,885,证,zhèng,"铁证如山,证据,证实,身份证,证明",这证据确凿，证明他确实做错了。
1,886,启,qǐ,"不耻下问,承上启下,启发,开启,启动",老师启发我思考这道难题呀。
1,887,评,píng,"评头论足,评价,批评,评分,评论",老师对每位同学的评价都很公正。
1,888,补,bǔ,"亡羊补牢,取长补短,补课,修补,弥补",生病落下的课，老师帮我补课呀。
1,889,初,chū,"初出茅庐,当初,初中,初夏,最初",初夏的清晨，空气特别地清新呀。
1,890,社,shè,"社会,社员,公社,社区,旅行社",我们居住的社区环境真优美呀。
1,891,祀,sì,"祭祀,祀天,祀祖,祀神,奉祀",清明节，我们去祭祀祖先的英灵。
1,892,识,"shí, zhì","见多识广,知识,认识,识字,常识",这本书让我学到了许多的知识呀。
1,893,诈,zhà,"尔虞我诈,诈骗,欺诈,狡诈,诈取",那个骗子诈骗了老人，真可恶呀。
1,894,诉,sù,"诉苦,告诉,诉说,倾诉,申诉",他向我诉说着心里十分地委屈呀。
1,895,罕,hǎn,"罕为人知,稀罕,罕见,罕有,罕事",这种罕见的雪景真是难得一见呀。
1,896,诊,zhěn,"门诊,诊断,诊治,急诊,诊费",医生仔细地为病人诊断着病情呀。
1,897,词,cí,"词不达意,词组,词语,词汇,诗词",语文老师让我们认真地积累词汇。
1,898,译,yì,"翻译,译文,译注,音译,意译",这本书是从英文翻译过来的呀。
1,899,君,jūn,"请君入瓮,君子,君主,君王,诸君",童话里的那位君主十分地仁慈呀。
1,900,灵,líng,"心灵手巧,机灵,灵活,灵魂,灵感",她从小就是心灵手巧的好孩子呀。
1,901,即,jí,"即兴,即使,即刻,即日,立即",听到呼救，他立即冲了过去救人。
1,902,层,céng,"层次分明,层层,阶层,高层,上层",这幢楼房一共有二十多层高层呀。
1,903,屁,pì,"屁话,放屁,屁滚尿流,屁股,屁事",那个小弟弟一屁股坐在地上哭呀。
1,904,尿,"niào, suī","屁滚尿流,尿液,尿素,尿布,撒尿",小婴儿的尿布湿了要赶紧换呀。
1,905,尾,"wěi, yǐ","虎头蛇尾,末尾,结尾,尾巴,尾随",这条小狗摇着尾巴跟在我身后呀。
1,906,迟,chí,"迟到早退,迟疑,迟早,推迟,延迟",他今天上课又迟到了五分钟呀。
1,907,局,jú,"顾全大局,局促不安,局长,局面,局里",他遇到事情总是顾全大局的呀。
1,908,改,gǎi,"改邪归正,改正,修改,改动,改变",知错能改，他改正了坏习惯呀。
1,909,张,zhāng,"虚张声势,张灯结彩,张开,夸张,纸张",过年了，大街上张灯结彩真热闹。
1,910,忌,jì,"肆无忌惮,忌妒,忌讳,顾忌,禁忌",我们要顾忌别人的感受，不乱说话。
1,911,际,jì,"一望无际,国际,交际,实际,业余",我国和许多国家都保持着国际友谊。
1,912,陆,"liù, lù","光怪陆离,陆续,陆地,大陆,内陆",下课铃响，同学们陆续走出教室。
1,913,阿,"ā, ē","阿谀奉承,阿富汗,阿姨,阿哥,阿胶",放学后阿姨来学校接我回家呀。
1,914,陈,chén,"推陈出新,陈旧,陈列,陈述,陈设",橱窗里陈列着许多精美的商品呀。
1,915,阻,zǔ,"阻挡,阻止,阻碍,阻滞,拦阻",狂风也阻挡不了我们前行的脚步。
1,916,附,fù,"附属,附近,附带,附和,附中",我们学校附近有一家小书店呀。
1,917,坠,zhuì,"摇摇欲坠,坠落,坠下,坠子,坠地",熟透的苹果从树上坠落了下来呀。
1,918,妓,jì,"妓女,娼妓,妓院,狎妓,男妓",旧社会，穷苦的女子被迫为妓呀。
1,919,妙,miào,"妙笔生花,巧妙,奥妙,美妙,奇妙",这幅画的构思真是巧妙极了呀。
1,920,妖,yāo,"妖魔鬼怪,妖精,妖艳,妖怪,妖娆",童话故事里的妖怪总是很坏呀。
1,921,姊,zǐ,"姊妹,姊长,姊姊,学姊,阿姊",我的姊姊从小就是一个好学生呀。
1,922,妨,fáng,"妨碍,阻碍,妨害,何妨,不妨",上课讲话会妨碍其他同学学习呀。
1,923,妒,dù,"嫉妒,妒忌,妒火,妒恨,猜妒",不要嫉妒别人，要向他学习呀。
1,924,努,nǔ,"努力,用力,努嘴,努出,努目",老师常鼓励我们努力学习知识呀。
1,925,忍,rěn,"忍无可忍,忍受,忍心,坚忍,残忍",他坚忍地忍受着身体上的疼痛。
1,926,劲,"jìn, jìng","干劲十足,使劲,劲头,用力,劲风",他干起活来劲头十足真卖力呀。
1,927,矣,yǐ,"悔之晚矣,足矣,已矣,矣哉,至矣",古人说话常用矣字来表示感叹呀。
1,928,鸡,jī,"鸡飞狗跳,鸡蛋,小鸡,公鸡,母鸡",院子里，一群小鸡叽叽地叫着呀。
1,929,纬,wěi,"经纬,纬度,纬线,北纬,南纬",地图上标着每条经度和纬度线呀。
1,930,驱,qū,"并驾齐驱,驱赶,驱动,驱逐,先驱",解放军叔叔勇敢地驱赶着敌人呀。
1,931,纯,chún,"纯洁无瑕,纯粹,纯真,纯正,单纯",那个小妹妹有着纯真可爱的笑容。
1,932,纱,shā,"纱布,纱窗,纱线,薄纱,窗纱",夏天，妈妈挂上了新的纱窗防蚊。
1,933,纲,gāng,"纲举目张,大纲,纲要,纲领,提纲",这篇作文的大纲我已经列好了呀。
1,934,纳,nà,"纳凉,容纳,采纳,缴纳,收录",夏天，我们在树下乘凉纳凉呀。
1,935,驳,bó,"反驳,斑驳,驳斥,驳船,驳回",他巧妙地反驳了对方的错误观点。
1,936,纵,zòng,"纵虎归山,放纵,纵然,纵向,纵使",不能放纵孩子的坏毛病不管呀。
1,937,纷,fēn,"纷纷扬扬,缤纷,纷飞,纷争,纷乱",冬天的雪花纷纷扬扬地飘落下来。
1,938,纸,zhǐ,"纸上谈兵,报纸,纸屑,纸条,白纸",我把心里话写在了彩色纸条上呀。
1,939,纹,wén,"纹理,纹路,花纹,波纹,指纹",那只蝴蝶的翅膀上有美丽花纹呀。
1,940,纺,fǎng,"纺车,纺纱,纺织,纺线,棉纺",奶奶用古老的纺车慢慢地纺线呀。
1,941,驴,lǘ,"驴唇不对马嘴,毛驴,驴子,叫驴,野驴",弯曲的山路上走着一头小毛驴呀。
1,942,纽,niǔ,"纽带,纽扣,纽约,枢纽,纽襻",妈妈帮我缝好了掉落的纽扣呀。
1,943,奉,fèng,"奉献,奉行,奉承,奉陪,奉命",他奉命去执行一项重要的任务呀。
1,944,玩,wán,"玩物丧志,玩具,玩耍,好玩,游玩",下课后，我们一起开心地玩耍呀。
1,945,环,huán,"环顾四周,环绕,环境,环保,圆环",我们要好好地保护身边的环境呀。
1,946,武,wǔ,"文武双全,武装,武力,武术,武器",他从小就刻苦地练习武术功夫呀。
1,947,青,qīng,"青山绿水,青年,青春,青菜,青草",春天到了，山坡上长满了青草呀。
1,948,责,zé,"责无旁贷,责任,负责,责备,职责",担任班长，我感到责任重大呀。
1,949,现,xiàn,"发现,现在,现象,展现,现实",我发现了草丛里的一个小秘密。
1,950,玫,méi,"玫瑰,玫红,玫色,玫瑰红,玫瑰花",情人节，爸爸送给妈妈玫瑰花呀。
1,951,表,biǎo,"表里如一,表示,表达,表演,手表",我手腕上戴着一块新手表呀。
1,952,规,guī,"循规蹈矩,规定,规则,规模,规划",我们要遵守学校里的各项规定呀。
1,953,抹,"mā, mǒ, mò","拐弯抹角,抹布,抹掉,抹杀,抹粉",妈妈用抹布把桌子擦得干干净净。
1,954,卦,guà,"卜卦,卦辞,算卦,占卦,八卦",有些老人迷信地找先生算卦呀。
1,955,坷,"kē, kě","坎坷不平,坎坷路,坎坎坷坷,坎子,坎儿",前面的路坎坷不平，要小心走呀。
1,956,坯,pī,"坯子,砖坯,土坯,瓦坯,钢坯",工地上堆着许多烧砖的土坯呀。
1,957,拓,"tà, tuò","开拓,拓展,拓荒,拓本,落拓",我们要开拓创新，不断前进呀。
1,958,拢,lǒng,"合拢,靠拢,聚拢,拢共,拢住",下课了，同学们聚拢在一起聊天。
1,959,拔,bá,"出类拔萃,选拔,海拔,挺拔,拔河",运动会上我们班赢了拔河比赛呀。
1,960,坪,píng,"草坪,草坪,停机坪,坪坝,坪地",公园里的草坪绿油油真漂亮呀。
1,961,拣,jiǎn,"挑肥拣瘦,拣选,挑拣,拣到,挑拣",吃饭不能挑肥拣瘦，要营养均衡。
1,962,坦,tǎn,"平坦,坦白,坦荡,坦率,坦途",前面的道路十分地平坦宽阔呀。
1,963,担,"dān, dàn","担当,担子,承担,重担,担心",妈妈替我承担了许多的家务呀。
1,964,坤,kūn,"扭转乾坤,乾坤,坤角,坤表,坤造",古人把天地称为乾坤两字呀。
1,965,押,yā,"押送,押金,押韵,抵押,扣押",租房时要先交给房东一笔押金呀。
1,966,抽,chōu,"抽屉,抽打,抽空,抽查,抽水",老师经常抽查同学们的作业呀。
1,967,拐,guǎi,"拐弯抹角,拐杖,拐角,拐骗,拐弯",走到拐角处，我们转弯向北走呀。
1,968,拖,tuō,"拖延,拖把,拖地,拖车,拖拉",做事情不能拖拖拉拉地磨蹭呀。
1,969,者,zhě,"作者,读者,强者,弱者,学者",这本书的作者是一位著名的作家。
1,970,拍,pāi,"拍手称快,拍打,拍球,拍照,鼓拍",运动会拍照留念同学们很开心呀。
1,971,顶,dǐng,"顶天立地,山顶,屋顶,顶住,顶点",勇敢地顶住压力，我们能成功呀。
1,972,拆,chāi,"拆穿,拆除,拆开,拆散,拆解",我把信封小心翼翼地拆开来看呀。
1,973,拎,līn,"拎包,拎着,拎水,拎起,拎东西",妈妈拎着一袋水果高兴地回家了。
1,974,拥,yōng,"拥护,拥抱,拥挤,拥戴,拥入",见到久别的妈妈，我紧紧地拥抱她。
1,975,抵,dǐ,"抵达,抵制,抵抗,抵挡,抵住",解放军叔叔英勇地抵抗着敌人呀。
1,976,拘,jū,"拘束,拘谨,拘留,拘捕,拘泥",他第一次上台说话显得十分拘束。
1,977,势,shì,"装腔作势,势不可挡,气势,势力,势利",解放军势不可挡地击退了敌人呀。
1,978,抱,bào,"拥抱,抱住,抱歉,抱怨,怀抱",妹妹紧紧地抱住那只小熊娃娃呀。
1,979,拄,zhǔ,"拄着,拄拐,拄杖,拄撑,拄立",年迈的爷爷拄着拐杖慢慢地走呀。
1,980,垃,lā,"垃圾,垃圾堆,垃圾桶,垃圾箱,垃土",我把垃圾扔进了路边的垃圾桶呀。
1,981,拉,"lā, lá","拉拉扯扯,拉开,拉住,拉车,拉手",他热情地拉住我的手，问长问短。
1,982,拦,lán,"拦路虎,拦住,拦截,拦网,阻拦",前方的困难是只拦路虎，要克服。
1,983,幸,xìng,"幸灾乐祸,幸福,幸运,幸亏,荣幸",生活在和平年代真是一种幸福呀。
1,984,拌,bàn,"搅拌,拌匀,拌和,拌嘴,拌料",妈妈把面粉和鸡蛋搅拌均匀烤蛋糕。
1,985,拧,"níng, nǐng, nìng","拧干,拧开,拧紧,拧成,拧水",我把毛巾拧干水，擦干净桌子呀。
1,986,拂,fú,"春风拂面,拂袖,拂去,拂尘,拂晓",春风拂面，让人感觉十分地舒服呀。
1,987,拙,zhuō,"弄巧成拙,笨拙,拙劣,拙作,拙见",他这招真是弄巧成拙，反而失败呀。
1,988,招,zhāo,"招手,招呼,招生,招牌,招式",见到老师，我热情地招手打招呼。
